ID,Video Title,Description,Views,Likes,Dislikes,Comment Count,clickbait
OvBkCM3Ij7g,Real Life Video Game Weapons! CS Go Knives Full Set,"This is Incredible! Weapons from Video Games in Real Life!
The good News: They are SUPER AFFORDABLE!
Sold on Amazon: https://amzn.to/2CGl61j
Main Website: https://www.eliteopknives.com

I Just received a package including all knives from the popular video game counter strike go aka cs go! This knives are awesome! So many different styles that you would not expect to see in real life were brought to reality by this company! It feels so cool holding the weapons I have used in the game in my actual hands. Check it out as I go through each knife and showcase the style to see if this is something you are interested in! 

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from https://www.epidemicsound.com and is royalty free under a paid subscription plan.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2018 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",8803,307,10,60,1
fPJZ5KCwTYc,Caught on Camera by Viewers Comments (Very Scary) Paranormal Activity,"Things our viewers caught that we MISSED! Shocking paranormal activity caught on tape! Thank you guys so much for following and commenting on all of our videos! There have been many things we did not see that you guys did! This is the list! 

If you enjoyed this video check out our other similar videos below

Hill View Manor has ghosts:
https://www.youtube.com/watch?v=CumQT...

Sleeping in a Murder Cabin
https://youtu.be/85QF-WwzdOs

Cursed Dybbuk/Demon Box
https://youtu.be/v1zhV7v4938

A Cursed Doll named Molly
https://youtu.be/ZtwxDf6Oi_E

Pennhurst Asylum Haunting
https://youtu.be/oucflVuD0Hs

Buying a Real Dark Web Mystery Box
https://youtu.be/W6_ys01baAE

Stay Tuned for our new series starting tomorrow called Hunting Purgatory! Subscribe and Turn on those Notifications! Steve and I will be exploring abandoned and haunted places on film and it will literally have you afraid to sleep at night from some of the stuff we found! 

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2019 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv
#paranormal #caughtontape #veryscary #scary",1069718,24003,671,1596,1
I9H-tCVf7kQ,BenQ TK800 vs HT2550 True 4K Projector - What's the Difference?,"BenQ TK800 4K Vs HT2550 True 4K Projectors
BenQ TK800: http://geni.us/BR5m (amazon)
BENQ HT2550: http://geni.us/0dT1 (amazon)

In today's video we will be comparing the 2 True 4k Projectors BenQ has released. The HT2550 vs TK800 and discovering what the major differences are since they are both priced the same! 
Lets Go! 

For Low Latency Gaming Try BenQs HT2050A (Built for Games)
On Sale: https://amzn.to/2HOp0Fn

You can also learn more by visiting BENQs website at

Everything I am using is below:
Silver Ticket Screen: http://geni.us/wFD3aO6 (amazon)
Projector Mount: http://geni.us/ovL0Cx (amazon)
Wire Runner: http://geni.us/bjrnF (amazon)
HDMI extension: http://geni.us/MiMB (amazon)
PS4 Pro: https://amzn.to/2Kmyaun
God of War: https://amzn.to/2KoZFmT
Floating Shelf: https://amzn.to/2KitJ3v

Other Good Screen Options Here:
http://amzn.to/2zSFj2C
http://amzn.to/2B4mho3
http://amzn.to/2iv03UC

Subscribe NOW! and you will be entered for a chance to win something cool! Winners will be randomly selected once a month from the subscriber list!

Like this video? Check out these ones!

3 Budget Projectors
https://www.youtube.com/watch?v=pb33-...

Top 5 Portable projectors
https://www.youtube.com/watch?v=-oLtt...

Top 5 1080p Projectors
https://www.youtube.com/watch?v=pJ7JC...

Want to know what Camera I Used to record my videos?
Link Here: http://amzn.to/2B2xPZ6 

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!
All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2018 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",26293,506,26,102,1
uUL2q5qd_18,Scariest Paranormal Videos on the Internet - Hunting Purgatory S4,"The Scariest Paranormal Videos on the Internet return 
💀 Our Patreon: https://www.patreon.com/mindseedtv​​
💀 Our Merch: https://teespring.com/stores/mindhouse-supply

Follow us 
IG: https://www.instagram.com/mindseedtv/​​
Facebook: https://www.facebook.com/Mindseedtv​​
Tik Tok: https://www.tiktok.com/@mindseedtv?so​​...

Hunting purgatory season 4

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Main Camera Body: https://amzn.to/3faCDPW​​
Main Lens: https://amzn.to/3cZpVBG​​
Camera 2: https://amzn.to/39S05OB​​
Go Pro: https://amzn.to/2SLLZIS​​
Lens 2: https://amzn.to/2T6usKi​​
Lens 3: https://amzn.to/2SWVcgo​​
Studio Light: https://amzn.to/37LBjhI​​
Dome Light: https://amzn.to/2VfWLbQ​​
UV Lights: https://amzn.to/2SK7FoB​​
iRig Mic to DSLR adapter: http://geni.us/BqxL​​ (amazon)
Microphone : https://amzn.to/38LhVTt​​

Whether or not you believe in ghosts  paranormal activity or demons the things we caught on camera during this ghost hunt are completely unexplainable and creepy. Most shocking surveillance footage shows ghost attack on a man and it would be hard to believe if this cctv footage didin't exist. This is the stuff of nightmares. Unexplained terrifying paranormal activity goes wrong. This investigation challenge felt like living through a horror movie but we captured it all on tape. It was very scary! Some our findings are the scariest videos ever on youtube! Do not try to talk to the dead at 3AM

Join us as we stake out and try to communicate with the afterlife. 

All background music was used from the youtube audio library  epidemic sounds  artlist and is royalty free and free to use.

Also I am a participant in the Amazon Associates Programs  an affiliate advertising program designed to provide a means for us to earn fees by linking directly to amazon.com in order to help the channel Grow! Let's make 2021 kick @ss!

Email us: Mindseedtv@gmail.com",291952,8677,291,781,1
VoQOpfTLjz0,Our Official Movie Trailer (Broken Contact- A Poltergeist Story),"What if it wasn't the locations that were haunted? 
Watch Ad Free On: https://www.patreon.com/mindseedtv
MindHouse Merch Store: https://teespring.com/stores/mindhouse-supply

Broken Contact - A Poltergeist Story
Based on a true story of 2 paranormal investigators that were followed home by something from the other side (Containing actual footage of real paranormal investigations)
This content may be considered extremely disturbing to some and should be watched at viewers own discretion. 

If you feel like watching more scary stuff check out our full season:
https://geni.us/23KDfi

Whether or not you believe in ghosts  paranormal activity or demons the things we caught on camera during this ghost hunt are completely unexplainable. Unexplained paranormal activity gone wrong. This felt like living through a horror movie but we caught it all on tape. It was very scary! We will never forget this night and neither will you.

Join us as we stake out and try to communicate with the afterlife. 

If you are thinking of making youtube videos or just recording videos similar to the ones that we are making you will find a list of all the equipment we are using down below:

Main Camera Body: https://amzn.to/3faCDPW
Main Lens: https://amzn.to/3cZpVBG
Camera 2: https://amzn.to/39S05OB
Go Pro: https://amzn.to/2SLLZIS
Lens 2: https://amzn.to/2T6usKi
Lens 3: https://amzn.to/2SWVcgo
Studio Light: https://amzn.to/37LBjhI
Dome Light: https://amzn.to/2VfWLbQ
UV Lights: https://amzn.to/2SK7FoB
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : https://amzn.to/38LhVTt


All background music is licensed from epidemic sounds  artlist and audiojungle and Mindseed TV maintains the rights for commercial use.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2020 kick @ss!

The videos we caught on camera are that of unexplained phenomenon and shocking paranormal activity. This tape will leave you terrified in horror.

Follow us on IG: Mindseedtv
Email us: Mindseedtv@gmail.com
Follow us on Facebook: http://www.facebook.com/mindseedtv

#haunted #cursed #paranormal #caughtontape #veryscary #scary",96343,4473,66,528,1
7si6jOqG5Vc,Voice Operated Smart Home Theater | Cheap Alexa Smart Plugs,"Voice Operated Home Theater w Alexa Smart Plugs
Cheap plugs: http://geni.us/Vy4d (amazon)

In Todays video we will take a look at some inexpensive alexa enabled smart plugs that can be controlled by simply asking alexa to turn them on or off. Very cool to walk around like Iron man in your home! Check it out guys!

This Months Give away: http://geni.us/KB2C 
Video Review: https://www.youtube.com/watch?v=pb33-...

My Projector screen - http://geni.us/DeVRh2E (amazon)
Led Lighting - http://amzn.to/2zBm8v1 
Speaker Towers-  http://amzn.to/2ydrZ55

If you were looking for something a little more serious! Take a look at the list I compiled from last year! Below you will find 10 Different projector Reviews you can watch now and also links on where to buy them! Cheers guys! 

Top 10 Best Projectors of 2017 for Home Theaters

10. Toumei V3 :  http://geni.us/EFvYNsl (Amazon)
Full Review: https://www.youtube.com/watch?v=-SLJT...

9. JMGO P2: http://geni.us/W26Fic4
Full Review: https://www.youtube.com/watch?v=c04fe...

8. XGimi H1: http://geni.us/uzSSu
Full Review: https://www.youtube.com/watch?v=V94v1...

7. Optoma GT1080 Darbee: http://geni.us/XXVj3 (Amazon)
Full Review: https://www.youtube.com/watch?v=DrG9H...

6. Xgimi CC Aurora: http://geni.us/jlC92n (amazon)
Full Review: https://www.youtube.com/watch?v=68-4J...

5. LG Probeam HF80JA: http://geni.us/6Brb (amazon)
Full Review: https://www.youtube.com/watch?v=QGbYj...

4. BenQ TH671ST: http://geni.us/TD5RXw (amazon)
Full Review: https://www.youtube.com/watch?v=YPF96...

3. JMGO V8: http://geni.us/WcHi
Full Review: https://www.youtube.com/watch?v=xKenD... 

2. GP100: http://geni.us/UDM0xx (amazon)
Full Review https://www.youtube.com/watch?v=IaUN-...

1. Xiaomi Mi Ultra: http://geni.us/eZ4ZpS
Full Review: https://www.youtube.com/watch?v=B_eIl...

Like this video? Check out these ones!

3 Budget Projectors
https://www.youtube.com/watch?v=pb33-...

Top 5 Portable projectors
https://www.youtube.com/watch?v=-oLtt...

Top 5 1080p Projectors
https://www.youtube.com/watch?v=pJ7JC...

Don't forget to Subscribe! That's all you have to do for a chance to win free stuff!
Stay tuned for more awesome videos!


Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.


Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2018 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",4325,123,8,27,1
jibZWLloqK8,Best Portable 3d Smart Projector (2019 Edition) Toumei T5 Review + GIVE AWAY,"On Sale: https://geni.us/k7j75PC (amazon)
Toumei's Website: https://www.toumeipro.com  
This is the new 2019 Toumei T5 3D Wireless project and it ROCKS!
To enter this give away leave a comment! That's it!

International Customers
DE:   http://amzla.com/qxyx3jtvr86w 
FR:   http://amzla.com/rhivg15dckdx 
IT:    http://amzla.com/1jyisq2xsm8o5 
ES:   http://amzla.com/rl54gjk2kzsp 

In Today's video we will be checking out this android 6.0 wireless and portable 3d smart projector with wifi  bluetooth and all of the apps you would need to take on the go! This is a great option for a low budget home theater or someone who would like to take a big image everywhere you go! 

Everything I used to Display this Projector is below:
Silver Ticket Screen: http://geni.us/wFD3aO6 (amazon)
Wire Runner: http://geni.us/bjrnF (amazon)
HDMI extension: http://geni.us/MiMB (amazon)
PS4 Pro: https://amzn.to/2Kmyaun

Projector Mount: https://amzn.to/2HPAIC0

3D Glasses: https://amzn.to/2Z1TDPv


Other Good Screen Options Here:
http://amzn.to/2zSFj2C
http://amzn.to/2B4mho3
http://amzn.to/2iv03UC

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from https://www.epidemicsound.com and is royalty free under a paid subscription plan.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2019 kick @ss!

Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",36693,1093,33,908,1
i9bLFkUbW3M,Best Gaming Headphones of 2019 (Loudest Hands Down) SteelSeries Arctis Pro Wireless Review,"Looking for the loudest pair of gaming headphones consoles has ever seen? Look no further:  https://amzn.to/2ItMTWJ 

The Arctis Pro Wireless gaming headset is by far the loudest headphones I have ever encountered for console and pc gaming. Whether it is connected to your PS4  Xbox One  or PC these headphones give you a variety of options inlcuding EQ adjustments  disabling max volume limiters  and more! Lets take a look and see exactly what makes these the best gaming headphones of 2019 on our list! 

Check out these other awesome headphones we've reviewed!

Sennheiser PXC 550
http://amzn.to/2dFSqXi

Modern Portable Hifi Elite
http://amzn.to/2dFRdPF

Lasmex C45
http://amzn.to/2dWGcNi

Bluedio UFO plus
http://amzn.to/2das3It

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

All background music was used from artlist.io of copyright free music. 

Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2019 kick butt!

Our Webpage: https://www.mindseedtv.com
Email me: Mindseedtv@gmail.com
Follow us on Facebook: http://www.facebook.com/mindseedtv",31909,670,32,140,1
8jBrEr2vjCI,LED Flame Speaker | Atmosphere Fire Lamp,"The LED Flame Speaker Atmosphere Lamp- Is it worth it?
On Sale Here: http://amzn.to/2DAScR7

In Today's video we will check out this cool little LED lamp that has a built in bluetooth speaker. Is it worth the price tag? Let's take a look and listen together! Cheers

Ambient Back Lighting: http://amzn.to/2G84H4Y

My Studio Set up
Camera: http://amzn.to/2F4Ey5M
Microphone: http://amzn.to/2n37d41
Studio Lights: http://amzn.to/2F3dp3b
Lens: http://amzn.to/2Bksewc
Audio recorder: http://amzn.to/2DZDSzx

Don't forget to Subscribe! That's all you have to do for a chance to win free stuff!
Stay tuned for more awesome videos!


Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",13350,118,9,31,1
GhM36u4LFe4,Top 5 New Tech Gadgets 2017 Edition | Best New Tech,"Top 5 Cool New Tech Gadgets Out now 2017
You can find each of these items listed below

( USA )
Lenova Yoga Pro - http://amzn.to/2opX4yB
UE Wonderboom - http://amzn.to/2oq0Acm
Lametric Smart clock - http://amzn.to/2p83OnH
Sony XB950N - http://amzn.to/2opVixe
Fluance Fi70 - http://amzn.to/2oZxvHA

Canada Links
Yoga Tab 3 PRo: http://amzn.to/2ooOweA
UE Wonderboom: http://amzn.to/2pZ7EzP
LAMetric Smart Clock: http://amzn.to/2ooTuI2
SONY XB950B: http://amzn.to/2ooJ9vH
Fluance Fi70: http://amzn.to/2peudja


(UK)
Lenova Yoga Pro - http://amzn.to/2p88tWx
UE Wonderboom - http://amzn.to/2p7X4G4
Lametric Smart clock - http://amzn.to/2ouohBH
Sony XB950N - http://amzn.to/2otWce2


All background music was used from the youtube audio library and is royalty free! 

Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com",4335,94,6,17,1
qSWE4MxWbmo,Better than Beats by Dre? (Mighty Rock E7C) Best Noise Cancelling Wireless Headphones 2018,"Mighty Rock E7C Review Best Noise Cancelling Headphones
On sale (White) http://geni.us/s9QuvP (amazon)
On Sale (Red) http://geni.us/WJMp (amazon)

In todays video we will be taking a look at a high quality pair of noise cancelling wireless bluetooth headphones by Mighty Rock! These EC7 Headphones are extremely clear  loud and have a ton of great features for an affordable price! Lets find out together if these are worth your money! 

Enter for a Chance to win a $600 Viewsonic Projector Below
https://www.mindseed4life.com/give-away-contests

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Also Check out these other awesome headphones we've have reviewed!
Don't miss out!
Sennheiser PXC 550
http://amzn.to/2dFSqXi
Watch the video review here
https://www.youtube.com/watch?v=NM75n...
Modern Portable Hifi Elite
http://amzn.to/2dFRdPF
Watch the review here
https://www.youtube.com/watch?v=tY7bU...
Lasmex C45
http://amzn.to/2dWGcNi
Watch the review here
https://www.youtube.com/watch?v=Kl9zh...
Bluedio UFO plus
http://amzn.to/2das3It
Watch the review here
https://www.youtube.com/watch?v=Td5_l...

All background music was used from youtubes audio library of copyright free music. Sound test produced by chuki beats on youtube as always! Check his channel out for bad ass hip hop beats that are royalty free. Cheers

Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2018 kick butt!
Email me: Mindseedtv@gmail.com
Follow us on Facebook: http://www.facebook.com/mindseedtv
Follow Bre on InstaGram: FreeBreNasty",10078,254,14,45,1
zvnOgZ1aajs,Hunting Purgatory S 2 Teaser (Very Scary),"You have been waiting.... we have been hunting.... 
Season 2 New episodes are right around the corner

In this new season of hunting purgatory we are travelling far off the grid to explore abandoned and haunted locations across the United States. Most of these places are not even on the map! 

Join us as we continue trying to communicate with the dead and capture paranormal activity on camera for your entertainment. Using unorthodox methods such as ouija boards  spirit boxes  emf detectors  staying up until 3am using cursed items and more  the results are terrifying. I can't wait to begin uploading the new episodes!

Thank you for all of your continued support!

In the meantime check out my new album ‘The Edge’ available on:

Spotify - https://geni.us/vmD1XfH

iTunes –  https://geni.us/peMu01c

Google –  https://geni.us/xjFXUA

iHeart Radio –  https://geni.us/rTtn

Find me on any music streaming app by searching 'Casey Nolan'
Stay tuned for more cool videos soon! Much Love and Cheers!

Whether or not you believe in ghosts  paranormal activity or demons the things we caught on camera during this ghost hunt are completely unexplainable. Unexplained paranormal activity gone wrong. This felt like living through a horror movie but we caught it all on tape. We will never forget this night and neither will you.

If you enjoyed this video check out our other similar videos below

Spirit of Mary Virginia followed us
https://youtu.be/CumQTWtYVDU

Buying another dark web box gone wrong
https://youtu.be/Nhhp4lO60HU

Seance gone wrong (summoned dark spirits)
https://youtu.be/_JJiIfnV7aY

Most haunted Prison in the US
https://youtu.be/XvUMnlhLT9s

Ghosts of Hill View Manor:
https://www.youtube.com/watch?v=CumQT...

Cursed Dybbuk/Demon Box
https://youtu.be/v1zhV7v4938

A Cursed Doll named Molly
https://youtu.be/ZtwxDf6Oi_E

Pennhurst Asylum Haunting
https://youtu.be/oucflVuD0Hs

Buying a Real Dark Web Mystery Box
https://youtu.be/W6_ys01baAE

We used tests including Emf detectors  a spirit box  EVP sessions and a thermal camera to try and find the truth. Join us as we stake out and try to communicate with the afterlife. 

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from artlist audio library and is licensed and royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2019 rock!
Email me: Mindseedtv@gmail.com
#paranormal #caughtontape #veryscary #scary",59420,2601,53,356,1
vX9UlOaVGNE,New Portable Bluetooth Speaker 2018 | AbramTek Wireless Speaker Review,"New AbramTek Portable Wireless Bluetooth Speaker 2018
New Release: http://geni.us/bDa3hj (amazon)

Enter This months giveaways using the link Below
https://www.mindseedtv.com/give-away-contests

In Todays video we will take a look at the new Portable Bluetooth Wireless Speaker from Abramtek! The year 2018 has many good models coming out and thats why we always try to bring you the new speakers the year has to offer. This speaker has 20 Watts of power and pumps out some loud volume! Lets take a look! 

Like this video? Check out these ones!
3 Budget Projectors
https://www.youtube.com/watch?v=pb33-...
Top 5 Portable projectors
https://www.youtube.com/watch?v=-oLtt...
Top 5 1080p Projectors
https://www.youtube.com/watch?v=pJ7JC...

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2018 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",5302,119,7,16,1
xKenDUcE1Rw,Best New 1080P Home Cinema Projector 2017 | JMGO V8 3D Projector Review,"JMGO V8 Projector Review | Best 1080p Projector 2017
On Sale Now: http://geni.us/WcHi

In Today's video we will be checking out the Brand New JMGO 1080P Home Cinema Projector. It supports 4K Playback  3D Playback and also has wifi and bluetooth enabled. Hope this video is helpful to you! Cheers

My Projector screen - http://geni.us/DeVRh2E (amazon)
Led Lighting - http://amzn.to/2zBm8v1 
Speaker Towers-  http://amzn.to/2ydrZ55

Other Good Screen Options Here:
http://amzn.to/2zSFj2C
http://amzn.to/2B4mho3
http://amzn.to/2iv03UC


Recently my whole wardrobe has been coming from Gearbest.com. They have tons of inexpensive nice shirts!
GearBest T Shirts:  http://geni.us/6rzoWw

ENTER TO WIN! 
Step 1. Subscribe
Step 2. Share.
DONE!

For more awesome projectors check out my top 5 Portable projector list
https://www.youtube.com/watch?v=-oLtt...

Want to know what Camera I Used to record my videos?
Link Here: http://amzn.to/2B2xPZ6 

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Don't Forget to Subscribe for a chance to win Free Stuff!

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv
Category
Science & Technology
License
Standard YouTube License",28516,345,31,64,1
Pv95vSfN8tI,Windows 10 on ANY TV or PROJECTOR | Azulle Byte 3 Review,"Windows 10 on your TV or Projector
On Sale : http://geni.us/Eo9P (amazon)

On Sale: http://geni.us/6Brb (amazon)

My Projector Screen: http://geni.us/LAqD (amazon)

NOTE: THE THERMAL TAPE DOES NOT GO ON THE BOTTOM OF THE BYTE 3  I MADE A MISTAKE. IT IS MEANT TO GO ON THE SSD INTERNALLY. 

Recently my whole wardrobe has been coming from Gearbest.com. They have tons of inexpensive nice shirts!
GearBest T Shirts:  http://geni.us/6rzoWw

To participate in monthly giveaways you have to follow the long complicated steps below!

ENTER TO WIN! 
Step 1. Subscribe
Step 2. Comment 
DONE!

For more awesome projectors check out my top 5 Portable projector list
https://www.youtube.com/watch?v=-oLtt...

Want to know what Camera I Used?
Link Here: http://geni.us/SRBcG (Amazon)

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Don't Forget to Subscribe for a chance to win Free Stuff!

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",2682,128,4,39,1
dG8JPlaWpLU,Best Budget MP3 Player 2017 | DodoCool Mini 30 Hr MP3 Player Review,"Best Mp3 Player DodoCool Review
On Sale: http://geni.us/765gM (amazon)
30 HOURS OF PLAYBACK TIME!

In today's video we are taking a look at the dodocool Mp3 Player. Very cool  compact  easy to use Mp3 Player. Blast from the past

Recently my whole wardrobe has been coming from Gearbest.com. They have tons of inexpensive nice shirts!
GearBest T Shirts:  http://geni.us/6rzoWw

To participate in monthly giveaways you have to follow the long complicated steps below!

ENTER TO WIN! 
Step 1. Subscribe
Step 2. Comment 
DONE!

For more awesome projectors check out my top 5 Portable projector list
https://www.youtube.com/watch?v=-oLtt...

Want to know what Camera I Used?
Link Here: http://geni.us/SRBcG (Amazon)

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Don't Forget to Subscribe for a chance to win Free Stuff!

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",31624,364,44,98,1
